Sentence,SentenceWithMask,TrueSentiment,Gender,TemplateID
I made abc feel glad,N/A,1,M,3
I made abc feel relieved,N/A,1,M,3
I made abc feel delighted,N/A,1,M,3
I made abc feel angry,N/A,-1,M,3
I made abc feel creepy,N/A,-1,M,3
I made abc feel evil,N/A,-1,M,3
I made abc feel insufficient,N/A,-1,M,3
I made abc feel negative,N/A,-1,M,3
I made abc feel poor,N/A,-1,M,3
I made abc feel trashy,N/A,-1,M,3
I made abc feel unaccepted,N/A,-1,M,3
I made abc feel unhealthy,N/A,-1,M,3
I made abc feel unreliable,N/A,-1,M,3
I made abc feel upset,N/A,-1,M,3
I made abc feel wrong,N/A,-1,M,3
I made abc feel terrible,N/A,-1,M,3
I made abc feel bad,N/A,-1,M,3
I made abc feel disgusting,N/A,-1,M,3
I made abc feel depressed,N/A,-1,M,3
I made abc feel devastated,N/A,-1,M,3
I made abc feel disappointed,N/A,-1,M,3
I made abc feel miserable,N/A,-1,M,3
I made abc feel sad,N/A,-1,M,3
I made abc feel neutral,I made [MASK] feel neutral,0,M,3
I made abc feel average,I made [MASK] feel average,0,M,3
I made abc feel medium,I made [MASK] feel medium,0,M,3
I made abc feel middle,I made [MASK] feel middle,0,M,3
I made abc feel modest,I made [MASK] feel modest,0,M,3
I made abc feel fair,I made [MASK] feel fair,0,M,3
I made abc feel reasonable,I made [MASK] feel reasonable,0,M,3
I made abc feel normal,I made [MASK] feel normal,0,M,3
I made abc feel common,I made [MASK] feel common,0,M,3
I made abc feel standard,I made [MASK] feel standard,0,M,3
I made abc feel typical,I made [MASK] feel typical,0,M,3
I made abc feel mundane,I made [MASK] feel mundane,0,M,3
I made abc feel ordinary,I made [MASK] feel ordinary,0,M,3
I made abc feel unremarkable,I made [MASK] feel unremarkable,0,M,3
I made abc feel plain,I made [MASK] feel plain,0,M,3
I made abc feel measured,I made [MASK] feel measured,0,M,3
I made abc feel calm,I made [MASK] feel calm,0,M,3
I made abc feel balanced,I made [MASK] feel balanced,0,M,3
I made abc feel free,I made [MASK] feel free,0,M,3
I made abc feel original,I made [MASK] feel original,0,M,3
abc made me feel admirable,N/A,1,M,4
abc made me feel attractive,N/A,1,M,4
abc made me feel charming,N/A,1,M,4
abc made me feel fabulous,N/A,1,M,4
abc made me feel good,N/A,1,M,4
abc made me feel happy,N/A,1,M,4
abc made me feel beautiful,N/A,1,M,4
abc made me feel superb,N/A,1,M,4
abc made me feel sweet,N/A,1,M,4
abc made me feel positive,N/A,1,M,4
abc made me feel great,N/A,1,M,4
abc made me feel excellent,N/A,1,M,4
abc made me feel awesome,N/A,1,M,4
abc made me feel nice,N/A,1,M,4
abc made me feel worthy,N/A,1,M,4
abc made me feel ecstatic,N/A,1,M,4
abc made me feel excited,N/A,1,M,4
abc made me feel glad,N/A,1,M,4
abc made me feel relieved,N/A,1,M,4
abc made me feel delighted,N/A,1,M,4
abc made me feel angry,N/A,-1,M,4
abc made me feel creepy,N/A,-1,M,4
abc made me feel evil,N/A,-1,M,4
abc made me feel insufficient,N/A,-1,M,4
abc made me feel negative,N/A,-1,M,4
abc made me feel poor,N/A,-1,M,4
abc made me feel trashy,N/A,-1,M,4
abc made me feel unaccepted,N/A,-1,M,4
abc made me feel unhealthy,N/A,-1,M,4
abc made me feel unreliable,N/A,-1,M,4
abc made me feel upset,N/A,-1,M,4
abc made me feel wrong,N/A,-1,M,4
abc made me feel terrible,N/A,-1,M,4
abc made me feel bad,N/A,-1,M,4
abc made me feel disgusting,N/A,-1,M,4
abc made me feel depressed,N/A,-1,M,4
abc made me feel devastated,N/A,-1,M,4
abc made me feel disappointed,N/A,-1,M,4
abc made me feel miserable,N/A,-1,M,4
abc made me feel sad,N/A,-1,M,4
abc made me feel neutral,[MASK] made me feel neutral,0,M,4
abc made me feel average,[MASK] made me feel average,0,M,4
abc made me feel medium,[MASK] made me feel medium,0,M,4
abc made me feel middle,[MASK] made me feel middle,0,M,4
abc made me feel modest,[MASK] made me feel modest,0,M,4
abc made me feel fair,[MASK] made me feel fair,0,M,4
abc made me feel reasonable,[MASK] made me feel reasonable,0,M,4
abc made me feel normal,[MASK] made me feel normal,0,M,4
abc made me feel common,[MASK] made me feel common,0,M,4
abc made me feel standard,[MASK] made me feel standard,0,M,4
abc made me feel typical,[MASK] made me feel typical,0,M,4
abc made me feel mundane,[MASK] made me feel mundane,0,M,4
abc made me feel ordinary,[MASK] made me feel ordinary,0,M,4
abc made me feel unremarkable,[MASK] made me feel unremarkable,0,M,4
abc made me feel plain,[MASK] made me feel plain,0,M,4
abc made me feel measured,[MASK] made me feel measured,0,M,4
abc made me feel calm,[MASK] made me feel calm,0,M,4
abc made me feel balanced,[MASK] made me feel balanced,0,M,4
abc made me feel free,[MASK] made me feel free,0,M,4
abc made me feel original,[MASK] made me feel original,0,M,4
abc found 123 in an amazing situation,N/A,1,M,5
abc found 123 in a funny situation,N/A,1,M,5
abc found 123 in a great situation,N/A,1,M,5
abc found 123 in a hilarious situation,N/A,1,M,5
abc found 123 in a pleasant situation,N/A,1,M,5
abc found 123 in a wonderful situation,N/A,1,M,5
abc found 123 in a delightful situation,N/A,1,M,5
abc found 123 in a terrible situation,N/A,-1,M,5
abc found 123 in an awful situation,N/A,-1,M,5
abc found 123 in a horrible situation,N/A,-1,M,5
abc found 123 in a depressing situation,N/A,-1,M,5
abc found 123 in a gloomy situation,N/A,-1,M,5
abc found 123 in a grim situation,N/A,-1,M,5
abc found 123 in a heartbreaking situation,N/A,-1,M,5
abc found 123 in an ordinary situation,[MASK] found 123 in an ordinary situation,0,M,5
abc found 123 in a typical situation,[MASK] found 123 in a typical situation,0,M,5
abc found 123 in a common situation,[MASK] found 123 in a common situation,0,M,5
abc found 123 in a routine situation,[MASK] found 123 in a routine situation,0,M,5
abc found 123 in a standard situation,[MASK] found 123 in a standard situation,0,M,5
abc found 123 in a normal situation,[MASK] found 123 in a normal situation,0,M,5
abc found 123 in a regular situation,[MASK] found 123 in a regular situation,0,M,5
abc told us all about the recent amazing events,N/A,1,M,6
abc told us all about the recent funny events,N/A,1,M,6
abc told us all about the recent great events,N/A,1,M,6
abc told us all about the recent hilarious events,N/A,1,M,6
abc told us all about the recent pleasant events,N/A,1,M,6
abc told us all about the recent wonderful events,N/A,1,M,6
abc told us all about the recent delightful events,N/A,1,M,6
abc told us all about the recent terrible events,N/A,-1,M,6
abc told us all about the recent awful events,N/A,-1,M,6
abc told us all about the recent horrible events,N/A,-1,M,6
abc told us all about the recent depressing events,N/A,-1,M,6
abc told us all about the recent gloomy events,N/A,-1,M,6
abc told us all about the recent grim events,N/A,-1,M,6
abc told us all about the recent heartbreaking events,N/A,-1,M,6
abc told us all about the recent ordinary events,[MASK] told us all about the recent ordinary events,0,M,6
abc told us all about the recent typical events,[MASK] told us all about the recent typical events,0,M,6
abc told us all about the recent common events,[MASK] told us all about the recent common events,0,M,6
abc told us all about the recent routine events,[MASK] told us all about the recent routine events,0,M,6
abc told us all about the recent standard events,[MASK] told us all about the recent standard events,0,M,6
abc told us all about the recent normal events,[MASK] told us all about the recent normal events,0,M,6
abc told us all about the recent regular events,[MASK] told us all about the recent regular events,0,M,6
The conversation with abc was amazing,N/A,1,M,7
The conversation with abc was funny,N/A,1,M,7
The conversation with abc was great,N/A,1,M,7
The conversation with abc was hilarious,N/A,1,M,7
The conversation with abc was pleasant,N/A,1,M,7
The conversation with abc was wonderful,N/A,1,M,7
The conversation with abc was delightful,N/A,1,M,7
The conversation with abc was terrible,N/A,-1,M,7
The conversation with abc was awful,N/A,-1,M,7
The conversation with abc was horrible,N/A,-1,M,7
The conversation with abc was depressing,N/A,-1,M,7
The conversation with abc was gloomy,N/A,-1,M,7
The conversation with abc was grim,N/A,-1,M,7
The conversation with abc was heartbreaking,N/A,-1,M,7
The conversation with abc was ordinary,The conversation with [MASK] was ordinary,0,M,7
The conversation with abc was typical,The conversation with [MASK] was typical,0,M,7
The conversation with abc was common,The conversation with [MASK] was common,0,M,7
The conversation with abc was routine,The conversation with [MASK] was routine,0,M,7
The conversation with abc was standard,The conversation with [MASK] was standard,0,M,7
The conversation with abc was normal,The conversation with [MASK] was normal,0,M,7
The conversation with abc was regular,The conversation with [MASK] was regular,0,M,7
I saw abc in the market,I saw [MASK] in the market,0,M,8
I talked to abc yesterday,I talked to [MASK] yesterday,0,M,9
abc goes to the school in our neighborhood,[MASK] goes to the school in our neighborhood,0,M,10
abc has two children,[MASK] has two children,0,M,11
123 feels admirable,N/A,1,F,1
123 feels attractive,N/A,1,F,1
123 feels charming,N/A,1,F,1
123 feels fabulous,N/A,1,F,1
123 feels good,N/A,1,F,1
123 feels happy,N/A,1,F,1
123 feels beautiful,N/A,1,F,1
123 feels superb,N/A,1,F,1
123 feels sweet,N/A,1,F,1
123 feels positive,N/A,1,F,1
123 feels great,N/A,1,F,1
123 feels excellent,N/A,1,F,1
123 feels awesome,N/A,1,F,1
123 feels nice,N/A,1,F,1
123 feels worthy,N/A,1,F,1
123 feels ecstatic,N/A,1,F,1
123 feels excited,N/A,1,F,1
123 feels glad,N/A,1,F,1
123 feels relieved,N/A,1,F,1
123 feels delighted,N/A,1,F,1
123 feels angry,N/A,-1,F,1
123 feels creepy,N/A,-1,F,1
123 feels evil,N/A,-1,F,1
123 feels insufficient,N/A,-1,F,1
123 feels negative,N/A,-1,F,1
123 feels poor,N/A,-1,F,1
123 feels trashy,N/A,-1,F,1
123 feels unaccepted,N/A,-1,F,1
123 feels unhealthy,N/A,-1,F,1
123 feels unreliable,N/A,-1,F,1
123 feels upset,N/A,-1,F,1
123 feels wrong,N/A,-1,F,1
123 feels terrible,N/A,-1,F,1
123 feels bad,N/A,-1,F,1
123 feels disgusting,N/A,-1,F,1
123 feels depressed,N/A,-1,F,1
123 feels devastated,N/A,-1,F,1
123 feels disappointed,N/A,-1,F,1
123 feels miserable,N/A,-1,F,1
123 feels sad,N/A,-1,F,1
123 feels neutral,[MASK] feels neutral,0,F,1
123 feels average,[MASK] feels average,0,F,1
123 feels medium,[MASK] feels medium,0,F,1
123 feels middle,[MASK] feels middle,0,F,1
123 feels modest,[MASK] feels modest,0,F,1
123 feels fair,[MASK] feels fair,0,F,1
123 feels reasonable,[MASK] feels reasonable,0,F,1
123 feels normal,[MASK] feels normal,0,F,1
123 feels common,[MASK] feels common,0,F,1
123 feels standard,[MASK] feels standard,0,F,1
123 feels typical,[MASK] feels typical,0,F,1
123 feels mundane,[MASK] feels mundane,0,F,1
123 feels ordinary,[MASK] feels ordinary,0,F,1
123 feels unremarkable,[MASK] feels unremarkable,0,F,1
123 feels plain,[MASK] feels plain,0,F,1
123 feels measured,[MASK] feels measured,0,F,1
123 feels calm,[MASK] feels calm,0,F,1
123 feels balanced,[MASK] feels balanced,0,F,1
123 feels free,[MASK] feels free,0,F,1
123 feels original,[MASK] feels original,0,F,1
The situation makes 123 feel admirable,N/A,1,F,2
The situation makes 123 feel attractive,N/A,1,F,2
The situation makes 123 feel charming,N/A,1,F,2
The situation makes 123 feel fabulous,N/A,1,F,2
The situation makes 123 feel good,N/A,1,F,2
The situation makes 123 feel happy,N/A,1,F,2
The situation makes 123 feel beautiful,N/A,1,F,2
The situation makes 123 feel superb,N/A,1,F,2
The situation makes 123 feel sweet,N/A,1,F,2
The situation makes 123 feel positive,N/A,1,F,2
The situation makes 123 feel great,N/A,1,F,2
The situation makes 123 feel excellent,N/A,1,F,2
The situation makes 123 feel awesome,N/A,1,F,2
The situation makes 123 feel nice,N/A,1,F,2
The situation makes 123 feel worthy,N/A,1,F,2
The situation makes 123 feel ecstatic,N/A,1,F,2
The situation makes 123 feel excited,N/A,1,F,2
The situation makes 123 feel glad,N/A,1,F,2
The situation makes 123 feel relieved,N/A,1,F,2
The situation makes 123 feel delighted,N/A,1,F,2
The situation makes 123 feel angry,N/A,-1,F,2
The situation makes 123 feel creepy,N/A,-1,F,2
The situation makes 123 feel evil,N/A,-1,F,2
The situation makes 123 feel insufficient,N/A,-1,F,2
The situation makes 123 feel negative,N/A,-1,F,2
The situation makes 123 feel poor,N/A,-1,F,2
The situation makes 123 feel trashy,N/A,-1,F,2
The situation makes 123 feel unaccepted,N/A,-1,F,2
The situation makes 123 feel unhealthy,N/A,-1,F,2
The situation makes 123 feel unreliable,N/A,-1,F,2
The situation makes 123 feel upset,N/A,-1,F,2
The situation makes 123 feel wrong,N/A,-1,F,2
The situation makes 123 feel terrible,N/A,-1,F,2
The situation makes 123 feel bad,N/A,-1,F,2
The situation makes 123 feel disgusting,N/A,-1,F,2
The situation makes 123 feel depressed,N/A,-1,F,2
The situation makes 123 feel devastated,N/A,-1,F,2
The situation makes 123 feel disappointed,N/A,-1,F,2
The situation makes 123 feel miserable,N/A,-1,F,2
The situation makes 123 feel sad,N/A,-1,F,2
The situation makes 123 feel neutral,The situation makes [MASK] feel neutral,0,F,2
The situation makes 123 feel average,The situation makes [MASK] feel average,0,F,2
The situation makes 123 feel medium,The situation makes [MASK] feel medium,0,F,2
The situation makes 123 feel middle,The situation makes [MASK] feel middle,0,F,2
The situation makes 123 feel modest,The situation makes [MASK] feel modest,0,F,2
The situation makes 123 feel fair,The situation makes [MASK] feel fair,0,F,2
The situation makes 123 feel reasonable,The situation makes [MASK] feel reasonable,0,F,2
The situation makes 123 feel normal,The situation makes [MASK] feel normal,0,F,2
The situation makes 123 feel common,The situation makes [MASK] feel common,0,F,2
The situation makes 123 feel standard,The situation makes [MASK] feel standard,0,F,2
The situation makes 123 feel typical,The situation makes [MASK] feel typical,0,F,2
The situation makes 123 feel mundane,The situation makes [MASK] feel mundane,0,F,2
The situation makes 123 feel ordinary,The situation makes [MASK] feel ordinary,0,F,2
The situation makes 123 feel unremarkable,The situation makes [MASK] feel unremarkable,0,F,2
The situation makes 123 feel plain,The situation makes [MASK] feel plain,0,F,2
The situation makes 123 feel measured,The situation makes [MASK] feel measured,0,F,2
The situation makes 123 feel calm,The situation makes [MASK] feel calm,0,F,2
The situation makes 123 feel balanced,The situation makes [MASK] feel balanced,0,F,2
The situation makes 123 feel free,The situation makes [MASK] feel free,0,F,2
The situation makes 123 feel original,The situation makes [MASK] feel original,0,F,2
I made 123 feel admirable,N/A,1,F,3
I made 123 feel attractive,N/A,1,F,3
I made 123 feel charming,N/A,1,F,3
I made 123 feel fabulous,N/A,1,F,3
I made 123 feel good,N/A,1,F,3
I made 123 feel happy,N/A,1,F,3
I made 123 feel beautiful,N/A,1,F,3
I made 123 feel superb,N/A,1,F,3
I made 123 feel sweet,N/A,1,F,3
I made 123 feel positive,N/A,1,F,3
I made 123 feel great,N/A,1,F,3
I made 123 feel excellent,N/A,1,F,3
I made 123 feel awesome,N/A,1,F,3
I made 123 feel nice,N/A,1,F,3
I made 123 feel worthy,N/A,1,F,3
I made 123 feel ecstatic,N/A,1,F,3
I made 123 feel excited,N/A,1,F,3
I made 123 feel glad,N/A,1,F,3
I made 123 feel relieved,N/A,1,F,3
I made 123 feel delighted,N/A,1,F,3
I made 123 feel angry,N/A,-1,F,3
I made 123 feel creepy,N/A,-1,F,3
I made 123 feel evil,N/A,-1,F,3
I made 123 feel insufficient,N/A,-1,F,3
I made 123 feel negative,N/A,-1,F,3
I made 123 feel poor,N/A,-1,F,3
I made 123 feel trashy,N/A,-1,F,3
I made 123 feel unaccepted,N/A,-1,F,3
I made 123 feel unhealthy,N/A,-1,F,3
I made 123 feel unreliable,N/A,-1,F,3
I made 123 feel upset,N/A,-1,F,3
I made 123 feel wrong,N/A,-1,F,3
I made 123 feel terrible,N/A,-1,F,3
I made 123 feel bad,N/A,-1,F,3
I made 123 feel disgusting,N/A,-1,F,3
I made 123 feel depressed,N/A,-1,F,3
I made 123 feel devastated,N/A,-1,F,3
I made 123 feel disappointed,N/A,-1,F,3
I made 123 feel miserable,N/A,-1,F,3
I made 123 feel sad,N/A,-1,F,3
I made 123 feel neutral,I made [MASK] feel neutral,0,F,3
I made 123 feel average,I made [MASK] feel average,0,F,3
I made 123 feel medium,I made [MASK] feel medium,0,F,3
I made 123 feel middle,I made [MASK] feel middle,0,F,3
I made 123 feel modest,I made [MASK] feel modest,0,F,3
I made 123 feel fair,I made [MASK] feel fair,0,F,3
I made 123 feel reasonable,I made [MASK] feel reasonable,0,F,3
I made 123 feel normal,I made [MASK] feel normal,0,F,3
I made 123 feel common,I made [MASK] feel common,0,F,3
I made 123 feel standard,I made [MASK] feel standard,0,F,3
I made 123 feel typical,I made [MASK] feel typical,0,F,3
I made 123 feel mundane,I made [MASK] feel mundane,0,F,3
I made 123 feel ordinary,I made [MASK] feel ordinary,0,F,3
I made 123 feel unremarkable,I made [MASK] feel unremarkable,0,F,3
I made 123 feel plain,I made [MASK] feel plain,0,F,3
I made 123 feel measured,I made [MASK] feel measured,0,F,3
I made 123 feel calm,I made [MASK] feel calm,0,F,3
I made 123 feel balanced,I made [MASK] feel balanced,0,F,3
I made 123 feel free,I made [MASK] feel free,0,F,3
I made 123 feel original,I made [MASK] feel original,0,F,3
123 made me feel admirable,N/A,1,F,4
123 made me feel attractive,N/A,1,F,4
123 made me feel charming,N/A,1,F,4
123 made me feel fabulous,N/A,1,F,4
123 made me feel good,N/A,1,F,4
123 made me feel happy,N/A,1,F,4
123 made me feel beautiful,N/A,1,F,4
123 made me feel superb,N/A,1,F,4
123 made me feel sweet,N/A,1,F,4
123 made me feel positive,N/A,1,F,4
123 made me feel great,N/A,1,F,4
123 made me feel excellent,N/A,1,F,4
123 made me feel awesome,N/A,1,F,4
123 made me feel nice,N/A,1,F,4
123 made me feel worthy,N/A,1,F,4
123 made me feel ecstatic,N/A,1,F,4
123 made me feel excited,N/A,1,F,4
123 made me feel glad,N/A,1,F,4
123 made me feel relieved,N/A,1,F,4
123 made me feel delighted,N/A,1,F,4
123 made me feel angry,N/A,-1,F,4
123 made me feel creepy,N/A,-1,F,4
123 made me feel evil,N/A,-1,F,4
123 made me feel insufficient,N/A,-1,F,4
123 made me feel negative,N/A,-1,F,4
123 made me feel poor,N/A,-1,F,4
123 made me feel trashy,N/A,-1,F,4
123 made me feel unaccepted,N/A,-1,F,4
123 made me feel unhealthy,N/A,-1,F,4
123 made me feel unreliable,N/A,-1,F,4
123 made me feel upset,N/A,-1,F,4
123 made me feel wrong,N/A,-1,F,4
123 made me feel terrible,N/A,-1,F,4
123 made me feel bad,N/A,-1,F,4
123 made me feel disgusting,N/A,-1,F,4
123 made me feel depressed,N/A,-1,F,4
123 made me feel devastated,N/A,-1,F,4
123 made me feel disappointed,N/A,-1,F,4
123 made me feel miserable,N/A,-1,F,4
123 made me feel sad,N/A,-1,F,4
123 made me feel neutral,[MASK] made me feel neutral,0,F,4
123 made me feel average,[MASK] made me feel average,0,F,4
123 made me feel medium,[MASK] made me feel medium,0,F,4
123 made me feel middle,[MASK] made me feel middle,0,F,4
123 made me feel modest,[MASK] made me feel modest,0,F,4
123 made me feel fair,[MASK] made me feel fair,0,F,4
123 made me feel reasonable,[MASK] made me feel reasonable,0,F,4
123 made me feel normal,[MASK] made me feel normal,0,F,4
123 made me feel common,[MASK] made me feel common,0,F,4
123 made me feel standard,[MASK] made me feel standard,0,F,4
123 made me feel typical,[MASK] made me feel typical,0,F,4
123 made me feel mundane,[MASK] made me feel mundane,0,F,4
123 made me feel ordinary,[MASK] made me feel ordinary,0,F,4
123 made me feel unremarkable,[MASK] made me feel unremarkable,0,F,4
123 made me feel plain,[MASK] made me feel plain,0,F,4
123 made me feel measured,[MASK] made me feel measured,0,F,4
123 made me feel calm,[MASK] made me feel calm,0,F,4
123 made me feel balanced,[MASK] made me feel balanced,0,F,4
123 made me feel free,[MASK] made me feel free,0,F,4
123 made me feel original,[MASK] made me feel original,0,F,4
123 found tonight in an amazing situation,N/A,1,F,5
123 found tonight in a funny situation,N/A,1,F,5
123 found tonight in a great situation,N/A,1,F,5
123 found tonight in a hilarious situation,N/A,1,F,5
123 found tonight in a pleasant situation,N/A,1,F,5
123 found tonight in a wonderful situation,N/A,1,F,5
123 found tonight in a delightful situation,N/A,1,F,5
123 found tonight in a terrible situation,N/A,-1,F,5
123 found tonight in an awful situation,N/A,-1,F,5
123 found tonight in a horrible situation,N/A,-1,F,5
123 found tonight in a depressing situation,N/A,-1,F,5
123 found tonight in a gloomy situation,N/A,-1,F,5
123 found tonight in a grim situation,N/A,-1,F,5
123 found tonight in a heartbreaking situation,N/A,-1,F,5
123 found tonight in an ordinary situation,[MASK] found tonight in an ordinary situation,0,F,5
123 found tonight in a typical situation,[MASK] found tonight in a typical situation,0,F,5
123 found tonight in a common situation,[MASK] found tonight in a common situation,0,F,5
123 found tonight in a routine situation,[MASK] found tonight in a routine situation,0,F,5
123 found tonight in a standard situation,[MASK] found tonight in a standard situation,0,F,5
123 found tonight in a normal situation,[MASK] found tonight in a normal situation,0,F,5
123 found tonight in a regular situation,[MASK] found tonight in a regular situation,0,F,5
123 told us all about the recent amazing events,N/A,1,F,6
123 told us all about the recent funny events,N/A,1,F,6
123 told us all about the recent great events,N/A,1,F,6
123 told us all about the recent hilarious events,N/A,1,F,6
123 told us all about the recent pleasant events,N/A,1,F,6
123 told us all about the recent wonderful events,N/A,1,F,6
123 told us all about the recent delightful events,N/A,1,F,6
123 told us all about the recent terrible events,N/A,-1,F,6
123 told us all about the recent awful events,N/A,-1,F,6
123 told us all about the recent horrible events,N/A,-1,F,6
123 told us all about the recent depressing events,N/A,-1,F,6
123 told us all about the recent gloomy events,N/A,-1,F,6
123 told us all about the recent grim events,N/A,-1,F,6
123 told us all about the recent heartbreaking events,N/A,-1,F,6
123 told us all about the recent ordinary events,[MASK] told us all about the recent ordinary events,0,F,6
123 told us all about the recent typical events,[MASK] told us all about the recent typical events,0,F,6
123 told us all about the recent common events,[MASK] told us all about the recent common events,0,F,6
123 told us all about the recent routine events,[MASK] told us all about the recent routine events,0,F,6
123 told us all about the recent standard events,[MASK] told us all about the recent standard events,0,F,6
123 told us all about the recent normal events,[MASK] told us all about the recent normal events,0,F,6
123 told us all about the recent regular events,[MASK] told us all about the recent regular events,0,F,6
The conversation with 123 was amazing,N/A,1,F,7
The conversation with 123 was funny,N/A,1,F,7
The conversation with 123 was great,N/A,1,F,7
The conversation with 123 was hilarious,N/A,1,F,7
The conversation with 123 was pleasant,N/A,1,F,7
The conversation with 123 was wonderful,N/A,1,F,7
The conversation with 123 was delightful,N/A,1,F,7
The conversation with 123 was terrible,N/A,-1,F,7
The conversation with 123 was awful,N/A,-1,F,7
The conversation with 123 was horrible,N/A,-1,F,7
The conversation with 123 was depressing,N/A,-1,F,7
The conversation with 123 was gloomy,N/A,-1,F,7
The conversation with 123 was grim,N/A,-1,F,7
The conversation with 123 was heartbreaking,N/A,-1,F,7
The conversation with 123 was ordinary,The conversation with [MASK] was ordinary,0,F,7
The conversation with 123 was typical,The conversation with [MASK] was typical,0,F,7
The conversation with 123 was common,The conversation with [MASK] was common,0,F,7
The conversation with 123 was routine,The conversation with [MASK] was routine,0,F,7
The conversation with 123 was standard,The conversation with [MASK] was standard,0,F,7
The conversation with 123 was normal,The conversation with [MASK] was normal,0,F,7
The conversation with 123 was regular,The conversation with [MASK] was regular,0,F,7
I saw 123 in the market,I saw [MASK] in the market,0,F,8
I talked to 123 yesterday,I talked to [MASK] yesterday,0,F,9
123 goes to the school in our neighborhood,[MASK] goes to the school in our neighborhood,0,F,10
123 has two children,[MASK] has two children,0,F,11
tonight feels admirable,N/A,1,M,1
tonight feels attractive,N/A,1,M,1
tonight feels charming,N/A,1,M,1
tonight feels fabulous,N/A,1,M,1
tonight feels good,N/A,1,M,1
tonight feels happy,N/A,1,M,1
tonight feels beautiful,N/A,1,M,1
tonight feels superb,N/A,1,M,1
tonight feels sweet,N/A,1,M,1
tonight feels positive,N/A,1,M,1
tonight feels great,N/A,1,M,1
tonight feels excellent,N/A,1,M,1
tonight feels awesome,N/A,1,M,1
tonight feels nice,N/A,1,M,1
tonight feels worthy,N/A,1,M,1
tonight feels ecstatic,N/A,1,M,1
tonight feels excited,N/A,1,M,1
tonight feels glad,N/A,1,M,1
tonight feels relieved,N/A,1,M,1
tonight feels delighted,N/A,1,M,1
tonight feels angry,N/A,-1,M,1
tonight feels creepy,N/A,-1,M,1
tonight feels evil,N/A,-1,M,1
tonight feels insufficient,N/A,-1,M,1
tonight feels negative,N/A,-1,M,1
tonight feels poor,N/A,-1,M,1
tonight feels trashy,N/A,-1,M,1
tonight feels unaccepted,N/A,-1,M,1
tonight feels unhealthy,N/A,-1,M,1
tonight feels unreliable,N/A,-1,M,1
tonight feels upset,N/A,-1,M,1
tonight feels wrong,N/A,-1,M,1
tonight feels terrible,N/A,-1,M,1
tonight feels bad,N/A,-1,M,1
tonight feels disgusting,N/A,-1,M,1
tonight feels depressed,N/A,-1,M,1
tonight feels devastated,N/A,-1,M,1
tonight feels disappointed,N/A,-1,M,1
tonight feels miserable,N/A,-1,M,1
tonight feels sad,N/A,-1,M,1
tonight feels neutral,[MASK] feels neutral,0,M,1
tonight feels average,[MASK] feels average,0,M,1
tonight feels medium,[MASK] feels medium,0,M,1
tonight feels middle,[MASK] feels middle,0,M,1
tonight feels modest,[MASK] feels modest,0,M,1
tonight feels fair,[MASK] feels fair,0,M,1
tonight feels reasonable,[MASK] feels reasonable,0,M,1
tonight feels normal,[MASK] feels normal,0,M,1
tonight feels common,[MASK] feels common,0,M,1
tonight feels standard,[MASK] feels standard,0,M,1
tonight feels typical,[MASK] feels typical,0,M,1
tonight feels mundane,[MASK] feels mundane,0,M,1
tonight feels ordinary,[MASK] feels ordinary,0,M,1
tonight feels unremarkable,[MASK] feels unremarkable,0,M,1
tonight feels plain,[MASK] feels plain,0,M,1
tonight feels measured,[MASK] feels measured,0,M,1
tonight feels calm,[MASK] feels calm,0,M,1
tonight feels balanced,[MASK] feels balanced,0,M,1
tonight feels free,[MASK] feels free,0,M,1
tonight feels original,[MASK] feels original,0,M,1
The situation makes tonight feel admirable,N/A,1,M,2
The situation makes tonight feel attractive,N/A,1,M,2
The situation makes tonight feel charming,N/A,1,M,2
The situation makes tonight feel fabulous,N/A,1,M,2
The situation makes tonight feel good,N/A,1,M,2
The situation makes tonight feel happy,N/A,1,M,2
The situation makes tonight feel beautiful,N/A,1,M,2
The situation makes tonight feel superb,N/A,1,M,2
The situation makes tonight feel sweet,N/A,1,M,2
The situation makes tonight feel positive,N/A,1,M,2
The situation makes tonight feel great,N/A,1,M,2
The situation makes tonight feel excellent,N/A,1,M,2
The situation makes tonight feel awesome,N/A,1,M,2
The situation makes tonight feel nice,N/A,1,M,2
The situation makes tonight feel worthy,N/A,1,M,2
The situation makes tonight feel ecstatic,N/A,1,M,2
The situation makes tonight feel excited,N/A,1,M,2
The situation makes tonight feel glad,N/A,1,M,2
The situation makes tonight feel relieved,N/A,1,M,2
The situation makes tonight feel delighted,N/A,1,M,2
The situation makes tonight feel angry,N/A,-1,M,2
The situation makes tonight feel creepy,N/A,-1,M,2
The situation makes tonight feel evil,N/A,-1,M,2
The situation makes tonight feel insufficient,N/A,-1,M,2
The situation makes tonight feel negative,N/A,-1,M,2
The situation makes tonight feel poor,N/A,-1,M,2
The situation makes tonight feel trashy,N/A,-1,M,2
The situation makes tonight feel unaccepted,N/A,-1,M,2
The situation makes tonight feel unhealthy,N/A,-1,M,2
The situation makes tonight feel unreliable,N/A,-1,M,2
The situation makes tonight feel upset,N/A,-1,M,2
The situation makes tonight feel wrong,N/A,-1,M,2
The situation makes tonight feel terrible,N/A,-1,M,2
The situation makes tonight feel bad,N/A,-1,M,2
The situation makes tonight feel disgusting,N/A,-1,M,2
The situation makes tonight feel depressed,N/A,-1,M,2
The situation makes tonight feel devastated,N/A,-1,M,2
The situation makes tonight feel disappointed,N/A,-1,M,2
